mix_path,first_speaker_path,second_speaker_path,duration
train\2950e1ceb8ff40a08c6c326ca4958de3\mix_audio.wav,train\2950e1ceb8ff40a08c6c326ca4958de3\first_speaker.wav,train\2950e1ceb8ff40a08c6c326ca4958de3\second_speaker.wav,16.0
train\9fa59796bcb643b79cdadfd150d1993d\mix_audio.wav,train\9fa59796bcb643b79cdadfd150d1993d\first_speaker.wav,train\9fa59796bcb643b79cdadfd150d1993d\second_speaker.wav,19.0
train\47872c4046d74bffad88a8d7662772c0\mix_audio.wav,train\47872c4046d74bffad88a8d7662772c0\first_speaker.wav,train\47872c4046d74bffad88a8d7662772c0\second_speaker.wav,17.0
train\f4dadb00405d49dcac6f5e2eee4971e2\mix_audio.wav,train\f4dadb00405d49dcac6f5e2eee4971e2\first_speaker.wav,train\f4dadb00405d49dcac6f5e2eee4971e2\second_speaker.wav,16.0
train\d143526171b1478083f6392bf3c38c68\mix_audio.wav,train\d143526171b1478083f6392bf3c38c68\first_speaker.wav,train\d143526171b1478083f6392bf3c38c68\second_speaker.wav,18.0
train\117cac12d8e241599365391f2db5350b\mix_audio.wav,train\117cac12d8e241599365391f2db5350b\first_speaker.wav,train\117cac12d8e241599365391f2db5350b\second_speaker.wav,18.0
train\4d6e810d6a3840c2bdafe18d8027b3bb\mix_audio.wav,train\4d6e810d6a3840c2bdafe18d8027b3bb\first_speaker.wav,train\4d6e810d6a3840c2bdafe18d8027b3bb\second_speaker.wav,15.0
train\fafa79de48324a21b204a0b034a2bfcb\mix_audio.wav,train\fafa79de48324a21b204a0b034a2bfcb\first_speaker.wav,train\fafa79de48324a21b204a0b034a2bfcb\second_speaker.wav,16.0
train\7f5aae212b734924988eae1a2a5d30f3\mix_audio.wav,train\7f5aae212b734924988eae1a2a5d30f3\first_speaker.wav,train\7f5aae212b734924988eae1a2a5d30f3\second_speaker.wav,15.0
train\a204d043fde0469294830145364d67d3\mix_audio.wav,train\a204d043fde0469294830145364d67d3\first_speaker.wav,train\a204d043fde0469294830145364d67d3\second_speaker.wav,18.0
train\d6a6ebb811cd454e860d0a1ee71912d0\mix_audio.wav,train\d6a6ebb811cd454e860d0a1ee71912d0\first_speaker.wav,train\d6a6ebb811cd454e860d0a1ee71912d0\second_speaker.wav,18.0
train\bdda374c24e84a7486641ff4627ad7ac\mix_audio.wav,train\bdda374c24e84a7486641ff4627ad7ac\first_speaker.wav,train\bdda374c24e84a7486641ff4627ad7ac\second_speaker.wav,19.0
train\54b4d31e37294dae8197dc450f52edcb\mix_audio.wav,train\54b4d31e37294dae8197dc450f52edcb\first_speaker.wav,train\54b4d31e37294dae8197dc450f52edcb\second_speaker.wav,16.0
train\c9e7471ca4224d65a8defdd89f668759\mix_audio.wav,train\c9e7471ca4224d65a8defdd89f668759\first_speaker.wav,train\c9e7471ca4224d65a8defdd89f668759\second_speaker.wav,17.0
train\33a54864dddb4c939bf3bfe673483b3b\mix_audio.wav,train\33a54864dddb4c939bf3bfe673483b3b\first_speaker.wav,train\33a54864dddb4c939bf3bfe673483b3b\second_speaker.wav,15.0
train\ee07c22dcf294656a4b8c0074b9e55c4\mix_audio.wav,train\ee07c22dcf294656a4b8c0074b9e55c4\first_speaker.wav,train\ee07c22dcf294656a4b8c0074b9e55c4\second_speaker.wav,15.0
train\6b271ebf75424af199b7677a8751ae1c\mix_audio.wav,train\6b271ebf75424af199b7677a8751ae1c\first_speaker.wav,train\6b271ebf75424af199b7677a8751ae1c\second_speaker.wav,16.0
train\a00866edb60c45f7bb1cbdac44e428ce\mix_audio.wav,train\a00866edb60c45f7bb1cbdac44e428ce\first_speaker.wav,train\a00866edb60c45f7bb1cbdac44e428ce\second_speaker.wav,15.0
train\24dad0c445d441f98dbc3f4df6413a60\mix_audio.wav,train\24dad0c445d441f98dbc3f4df6413a60\first_speaker.wav,train\24dad0c445d441f98dbc3f4df6413a60\second_speaker.wav,17.0
train\1545ab8320a541ce822d6892a1f38542\mix_audio.wav,train\1545ab8320a541ce822d6892a1f38542\first_speaker.wav,train\1545ab8320a541ce822d6892a1f38542\second_speaker.wav,19.0
train\118665a0ddc34451b3191f33d022b6e8\mix_audio.wav,train\118665a0ddc34451b3191f33d022b6e8\first_speaker.wav,train\118665a0ddc34451b3191f33d022b6e8\second_speaker.wav,17.0
train\da7029c7a6744866b7c423f963c383fa\mix_audio.wav,train\da7029c7a6744866b7c423f963c383fa\first_speaker.wav,train\da7029c7a6744866b7c423f963c383fa\second_speaker.wav,18.0
train\105ff3f3387f4d1fb87d02074f58e093\mix_audio.wav,train\105ff3f3387f4d1fb87d02074f58e093\first_speaker.wav,train\105ff3f3387f4d1fb87d02074f58e093\second_speaker.wav,20.0
train\4de4a3069ba2469391f96ebe190a1653\mix_audio.wav,train\4de4a3069ba2469391f96ebe190a1653\first_speaker.wav,train\4de4a3069ba2469391f96ebe190a1653\second_speaker.wav,15.0
train\6edae8805ed64723a6e6318437528d23\mix_audio.wav,train\6edae8805ed64723a6e6318437528d23\first_speaker.wav,train\6edae8805ed64723a6e6318437528d23\second_speaker.wav,17.0
train\bdc0c6028f104b2680912d49539cb9dc\mix_audio.wav,train\bdc0c6028f104b2680912d49539cb9dc\first_speaker.wav,train\bdc0c6028f104b2680912d49539cb9dc\second_speaker.wav,16.0
train\b44c930f31dd4e438f809593ba92a9cc\mix_audio.wav,train\b44c930f31dd4e438f809593ba92a9cc\first_speaker.wav,train\b44c930f31dd4e438f809593ba92a9cc\second_speaker.wav,18.0
train\512001934f56444c8a5059be467ed6f8\mix_audio.wav,train\512001934f56444c8a5059be467ed6f8\first_speaker.wav,train\512001934f56444c8a5059be467ed6f8\second_speaker.wav,16.0
train\98e8c6af6698494181aae6f17d6d7b91\mix_audio.wav,train\98e8c6af6698494181aae6f17d6d7b91\first_speaker.wav,train\98e8c6af6698494181aae6f17d6d7b91\second_speaker.wav,20.0
train\27f4d94f1e7445738afd72e98ebf48dc\mix_audio.wav,train\27f4d94f1e7445738afd72e98ebf48dc\first_speaker.wav,train\27f4d94f1e7445738afd72e98ebf48dc\second_speaker.wav,15.0
train\9249fcff76ca471b95bd410334621b2f\mix_audio.wav,train\9249fcff76ca471b95bd410334621b2f\first_speaker.wav,train\9249fcff76ca471b95bd410334621b2f\second_speaker.wav,18.0
train\59c11fc083294091aaf0e0a9b0779371\mix_audio.wav,train\59c11fc083294091aaf0e0a9b0779371\first_speaker.wav,train\59c11fc083294091aaf0e0a9b0779371\second_speaker.wav,17.0
train\0015e46f3fb3496f9c7edabedd1e678f\mix_audio.wav,train\0015e46f3fb3496f9c7edabedd1e678f\first_speaker.wav,train\0015e46f3fb3496f9c7edabedd1e678f\second_speaker.wav,20.0
train\8f792838ce254e7ab68ddd95b2dd2485\mix_audio.wav,train\8f792838ce254e7ab68ddd95b2dd2485\first_speaker.wav,train\8f792838ce254e7ab68ddd95b2dd2485\second_speaker.wav,17.0
train\b7086875f24b4edb865ea81392145474\mix_audio.wav,train\b7086875f24b4edb865ea81392145474\first_speaker.wav,train\b7086875f24b4edb865ea81392145474\second_speaker.wav,16.0
train\8003002bb70c4fc2a26f0a7d51a9b44f\mix_audio.wav,train\8003002bb70c4fc2a26f0a7d51a9b44f\first_speaker.wav,train\8003002bb70c4fc2a26f0a7d51a9b44f\second_speaker.wav,18.0
train\c3b5258adae04a9ab630259df2a61993\mix_audio.wav,train\c3b5258adae04a9ab630259df2a61993\first_speaker.wav,train\c3b5258adae04a9ab630259df2a61993\second_speaker.wav,18.0
train\9b4a5d4bdcc04fb683e6194942349037\mix_audio.wav,train\9b4a5d4bdcc04fb683e6194942349037\first_speaker.wav,train\9b4a5d4bdcc04fb683e6194942349037\second_speaker.wav,15.0
train\cc12d97a737d4f23b2dfffc665f7fdfb\mix_audio.wav,train\cc12d97a737d4f23b2dfffc665f7fdfb\first_speaker.wav,train\cc12d97a737d4f23b2dfffc665f7fdfb\second_speaker.wav,17.0
train\2de8d66459064d98a51191a7e8a383f9\mix_audio.wav,train\2de8d66459064d98a51191a7e8a383f9\first_speaker.wav,train\2de8d66459064d98a51191a7e8a383f9\second_speaker.wav,18.0
train\aa89d2a40cf448a8a06cd91913a50f26\mix_audio.wav,train\aa89d2a40cf448a8a06cd91913a50f26\first_speaker.wav,train\aa89d2a40cf448a8a06cd91913a50f26\second_speaker.wav,20.0
train\ccc00117b1f44fb3b67d327ad0aca836\mix_audio.wav,train\ccc00117b1f44fb3b67d327ad0aca836\first_speaker.wav,train\ccc00117b1f44fb3b67d327ad0aca836\second_speaker.wav,15.0
train\d991e057c379446f94bc2033a50a9611\mix_audio.wav,train\d991e057c379446f94bc2033a50a9611\first_speaker.wav,train\d991e057c379446f94bc2033a50a9611\second_speaker.wav,20.0
train\7002367660d44f8fa4467377cc57a7da\mix_audio.wav,train\7002367660d44f8fa4467377cc57a7da\first_speaker.wav,train\7002367660d44f8fa4467377cc57a7da\second_speaker.wav,15.0
train\d0bb116b55d54260b10002943b5e3f72\mix_audio.wav,train\d0bb116b55d54260b10002943b5e3f72\first_speaker.wav,train\d0bb116b55d54260b10002943b5e3f72\second_speaker.wav,18.0
train\e1c2be9d26f2471483a3adfd800c629c\mix_audio.wav,train\e1c2be9d26f2471483a3adfd800c629c\first_speaker.wav,train\e1c2be9d26f2471483a3adfd800c629c\second_speaker.wav,15.0
train\c441782090eb4e178c061d247f818b28\mix_audio.wav,train\c441782090eb4e178c061d247f818b28\first_speaker.wav,train\c441782090eb4e178c061d247f818b28\second_speaker.wav,19.0
train\b154e204b1b044769f2b0129cae1ab0c\mix_audio.wav,train\b154e204b1b044769f2b0129cae1ab0c\first_speaker.wav,train\b154e204b1b044769f2b0129cae1ab0c\second_speaker.wav,18.0
train\1533e1b8da414f599f2206e3f96d7689\mix_audio.wav,train\1533e1b8da414f599f2206e3f96d7689\first_speaker.wav,train\1533e1b8da414f599f2206e3f96d7689\second_speaker.wav,18.0
train\d88b04ae70e546caa04d4ac74e36732b\mix_audio.wav,train\d88b04ae70e546caa04d4ac74e36732b\first_speaker.wav,train\d88b04ae70e546caa04d4ac74e36732b\second_speaker.wav,16.0
train\7e2920e6a2d8499686f8cb0a57ff9bfd\mix_audio.wav,train\7e2920e6a2d8499686f8cb0a57ff9bfd\first_speaker.wav,train\7e2920e6a2d8499686f8cb0a57ff9bfd\second_speaker.wav,18.0
train\3898676f4cbb4cd38260663ed1566edb\mix_audio.wav,train\3898676f4cbb4cd38260663ed1566edb\first_speaker.wav,train\3898676f4cbb4cd38260663ed1566edb\second_speaker.wav,15.0
train\ab8a1bc8c42c4ee78809673be77a25d2\mix_audio.wav,train\ab8a1bc8c42c4ee78809673be77a25d2\first_speaker.wav,train\ab8a1bc8c42c4ee78809673be77a25d2\second_speaker.wav,20.0
train\46ff51f553f74c539c1e78913972096f\mix_audio.wav,train\46ff51f553f74c539c1e78913972096f\first_speaker.wav,train\46ff51f553f74c539c1e78913972096f\second_speaker.wav,17.0
train\66c7edee452341b58617a2d8845dda43\mix_audio.wav,train\66c7edee452341b58617a2d8845dda43\first_speaker.wav,train\66c7edee452341b58617a2d8845dda43\second_speaker.wav,15.0
train\d47d038a66e84debad36c23f338a5806\mix_audio.wav,train\d47d038a66e84debad36c23f338a5806\first_speaker.wav,train\d47d038a66e84debad36c23f338a5806\second_speaker.wav,19.0
train\5718fad3a5eb4ca0ab4aceeba4f9dee4\mix_audio.wav,train\5718fad3a5eb4ca0ab4aceeba4f9dee4\first_speaker.wav,train\5718fad3a5eb4ca0ab4aceeba4f9dee4\second_speaker.wav,16.0
train\6b4c3f203c364cea87563276670aa400\mix_audio.wav,train\6b4c3f203c364cea87563276670aa400\first_speaker.wav,train\6b4c3f203c364cea87563276670aa400\second_speaker.wav,15.0
train\20d42ce74f1749099d18d761a085aff4\mix_audio.wav,train\20d42ce74f1749099d18d761a085aff4\first_speaker.wav,train\20d42ce74f1749099d18d761a085aff4\second_speaker.wav,19.0
train\9c8e5c5da4a941d78e5386c6e46f5a7a\mix_audio.wav,train\9c8e5c5da4a941d78e5386c6e46f5a7a\first_speaker.wav,train\9c8e5c5da4a941d78e5386c6e46f5a7a\second_speaker.wav,16.0
train\7f928ab225de4a7bbab3dfd9a0f9d6ed\mix_audio.wav,train\7f928ab225de4a7bbab3dfd9a0f9d6ed\first_speaker.wav,train\7f928ab225de4a7bbab3dfd9a0f9d6ed\second_speaker.wav,16.0
train\5c458a033c8d4748a9f7a52d59e67f06\mix_audio.wav,train\5c458a033c8d4748a9f7a52d59e67f06\first_speaker.wav,train\5c458a033c8d4748a9f7a52d59e67f06\second_speaker.wav,20.0
train\9d5c5e8f053241b28e3b20ba0fb6a055\mix_audio.wav,train\9d5c5e8f053241b28e3b20ba0fb6a055\first_speaker.wav,train\9d5c5e8f053241b28e3b20ba0fb6a055\second_speaker.wav,20.0
train\480c51d111b9424390685e0ace5d494f\mix_audio.wav,train\480c51d111b9424390685e0ace5d494f\first_speaker.wav,train\480c51d111b9424390685e0ace5d494f\second_speaker.wav,19.0
train\d063c5f7f2df4a67837def6e37bdcc2d\mix_audio.wav,train\d063c5f7f2df4a67837def6e37bdcc2d\first_speaker.wav,train\d063c5f7f2df4a67837def6e37bdcc2d\second_speaker.wav,17.0
train\681702722b7e4811bf1a776f948de41b\mix_audio.wav,train\681702722b7e4811bf1a776f948de41b\first_speaker.wav,train\681702722b7e4811bf1a776f948de41b\second_speaker.wav,17.0
train\d65d784b8d2e4ac08cdee7974a75f4a1\mix_audio.wav,train\d65d784b8d2e4ac08cdee7974a75f4a1\first_speaker.wav,train\d65d784b8d2e4ac08cdee7974a75f4a1\second_speaker.wav,15.0
train\64418c02f7b040a4a8fbeb6ae73a2e5d\mix_audio.wav,train\64418c02f7b040a4a8fbeb6ae73a2e5d\first_speaker.wav,train\64418c02f7b040a4a8fbeb6ae73a2e5d\second_speaker.wav,20.0
train\c5ffc7130686438aa92d7465daf61930\mix_audio.wav,train\c5ffc7130686438aa92d7465daf61930\first_speaker.wav,train\c5ffc7130686438aa92d7465daf61930\second_speaker.wav,16.0
train\51c75dce98264639bf04f1f42252a224\mix_audio.wav,train\51c75dce98264639bf04f1f42252a224\first_speaker.wav,train\51c75dce98264639bf04f1f42252a224\second_speaker.wav,19.0
train\c2233a3689db438da9f5ed9431e4da07\mix_audio.wav,train\c2233a3689db438da9f5ed9431e4da07\first_speaker.wav,train\c2233a3689db438da9f5ed9431e4da07\second_speaker.wav,17.0
train\f8c9c40403234004a6f30b9477da6c7e\mix_audio.wav,train\f8c9c40403234004a6f30b9477da6c7e\first_speaker.wav,train\f8c9c40403234004a6f30b9477da6c7e\second_speaker.wav,19.0
train\7589dcdd6b4c44f1ac0786aa05380f4f\mix_audio.wav,train\7589dcdd6b4c44f1ac0786aa05380f4f\first_speaker.wav,train\7589dcdd6b4c44f1ac0786aa05380f4f\second_speaker.wav,17.0
train\ec6effe0fba44e12b7ba12c94d1108d8\mix_audio.wav,train\ec6effe0fba44e12b7ba12c94d1108d8\first_speaker.wav,train\ec6effe0fba44e12b7ba12c94d1108d8\second_speaker.wav,19.0
train\0935642e3e6244738e1a0663fe4a3471\mix_audio.wav,train\0935642e3e6244738e1a0663fe4a3471\first_speaker.wav,train\0935642e3e6244738e1a0663fe4a3471\second_speaker.wav,16.0
train\45a6d2ad1df643ba97febb50a041ced8\mix_audio.wav,train\45a6d2ad1df643ba97febb50a041ced8\first_speaker.wav,train\45a6d2ad1df643ba97febb50a041ced8\second_speaker.wav,20.0
train\e9a4bb591b3342d5be6d010f47a2aa3d\mix_audio.wav,train\e9a4bb591b3342d5be6d010f47a2aa3d\first_speaker.wav,train\e9a4bb591b3342d5be6d010f47a2aa3d\second_speaker.wav,16.0
train\5ba9593b5f51435e991c850cf2efbd42\mix_audio.wav,train\5ba9593b5f51435e991c850cf2efbd42\first_speaker.wav,train\5ba9593b5f51435e991c850cf2efbd42\second_speaker.wav,18.0
train\ccc9e75a74f6431d9a70895816720e95\mix_audio.wav,train\ccc9e75a74f6431d9a70895816720e95\first_speaker.wav,train\ccc9e75a74f6431d9a70895816720e95\second_speaker.wav,18.0
train\34a5e911beb2456a9490271e414dd911\mix_audio.wav,train\34a5e911beb2456a9490271e414dd911\first_speaker.wav,train\34a5e911beb2456a9490271e414dd911\second_speaker.wav,19.0
train\9e2d9161ddc54625ab2e5300757a7bb7\mix_audio.wav,train\9e2d9161ddc54625ab2e5300757a7bb7\first_speaker.wav,train\9e2d9161ddc54625ab2e5300757a7bb7\second_speaker.wav,20.0
train\bb4ce53db9a04e379c336feba477539c\mix_audio.wav,train\bb4ce53db9a04e379c336feba477539c\first_speaker.wav,train\bb4ce53db9a04e379c336feba477539c\second_speaker.wav,17.0
train\c8b8f669ff834a0493f71f00d0dc28ef\mix_audio.wav,train\c8b8f669ff834a0493f71f00d0dc28ef\first_speaker.wav,train\c8b8f669ff834a0493f71f00d0dc28ef\second_speaker.wav,19.0
train\d7ab8b98b51b4fe791efd0644e77cfb3\mix_audio.wav,train\d7ab8b98b51b4fe791efd0644e77cfb3\first_speaker.wav,train\d7ab8b98b51b4fe791efd0644e77cfb3\second_speaker.wav,15.0
train\1c8a6f56b81743229181d5560234e10d\mix_audio.wav,train\1c8a6f56b81743229181d5560234e10d\first_speaker.wav,train\1c8a6f56b81743229181d5560234e10d\second_speaker.wav,16.0
train\9e65a84039a74bd680bd46996ac14408\mix_audio.wav,train\9e65a84039a74bd680bd46996ac14408\first_speaker.wav,train\9e65a84039a74bd680bd46996ac14408\second_speaker.wav,19.0
train\f3f0f0e78395487e8363db7284d8ebc3\mix_audio.wav,train\f3f0f0e78395487e8363db7284d8ebc3\first_speaker.wav,train\f3f0f0e78395487e8363db7284d8ebc3\second_speaker.wav,18.0
train\30b06abefe124f529d11700350ba4629\mix_audio.wav,train\30b06abefe124f529d11700350ba4629\first_speaker.wav,train\30b06abefe124f529d11700350ba4629\second_speaker.wav,15.0
train\d1162f94a3c744abab59e1fc5298e772\mix_audio.wav,train\d1162f94a3c744abab59e1fc5298e772\first_speaker.wav,train\d1162f94a3c744abab59e1fc5298e772\second_speaker.wav,20.0
train\e270364bb29649be89a69bb0e3d2fc5d\mix_audio.wav,train\e270364bb29649be89a69bb0e3d2fc5d\first_speaker.wav,train\e270364bb29649be89a69bb0e3d2fc5d\second_speaker.wav,18.0
train\817f7d1f638746629ac4bfd6591c12f7\mix_audio.wav,train\817f7d1f638746629ac4bfd6591c12f7\first_speaker.wav,train\817f7d1f638746629ac4bfd6591c12f7\second_speaker.wav,15.0
train\82fff1036bcd41a49c8dc8c4cc87f602\mix_audio.wav,train\82fff1036bcd41a49c8dc8c4cc87f602\first_speaker.wav,train\82fff1036bcd41a49c8dc8c4cc87f602\second_speaker.wav,18.0
train\ee2a3f1c1de14ca6b0f200d81c4b7bab\mix_audio.wav,train\ee2a3f1c1de14ca6b0f200d81c4b7bab\first_speaker.wav,train\ee2a3f1c1de14ca6b0f200d81c4b7bab\second_speaker.wav,16.0
train\06b69ad205024162b1ea34efd8cc0d19\mix_audio.wav,train\06b69ad205024162b1ea34efd8cc0d19\first_speaker.wav,train\06b69ad205024162b1ea34efd8cc0d19\second_speaker.wav,20.0
train\8add18f7a7a64eff95284fc5137cf437\mix_audio.wav,train\8add18f7a7a64eff95284fc5137cf437\first_speaker.wav,train\8add18f7a7a64eff95284fc5137cf437\second_speaker.wav,15.0
train\44769201aa79439fbd8b27444dd9d153\mix_audio.wav,train\44769201aa79439fbd8b27444dd9d153\first_speaker.wav,train\44769201aa79439fbd8b27444dd9d153\second_speaker.wav,20.0
train\258438423cf9425aa8e622162ced6a65\mix_audio.wav,train\258438423cf9425aa8e622162ced6a65\first_speaker.wav,train\258438423cf9425aa8e622162ced6a65\second_speaker.wav,19.0
train\9906453a72014419955278a43dfbce74\mix_audio.wav,train\9906453a72014419955278a43dfbce74\first_speaker.wav,train\9906453a72014419955278a43dfbce74\second_speaker.wav,19.0
train\8b628e6a40bf4350b6b2747cbc34bb52\mix_audio.wav,train\8b628e6a40bf4350b6b2747cbc34bb52\first_speaker.wav,train\8b628e6a40bf4350b6b2747cbc34bb52\second_speaker.wav,17.0
train\03e3a791825d47af8c8082a9b8134594\mix_audio.wav,train\03e3a791825d47af8c8082a9b8134594\first_speaker.wav,train\03e3a791825d47af8c8082a9b8134594\second_speaker.wav,19.0
train\a5736f0c7fd84c758b5b49d2a61e122b\mix_audio.wav,train\a5736f0c7fd84c758b5b49d2a61e122b\first_speaker.wav,train\a5736f0c7fd84c758b5b49d2a61e122b\second_speaker.wav,16.0
train\37cec3798e6f4f89aebeda7f74aa2264\mix_audio.wav,train\37cec3798e6f4f89aebeda7f74aa2264\first_speaker.wav,train\37cec3798e6f4f89aebeda7f74aa2264\second_speaker.wav,15.0
train\802621f6eaed4ccf8a96c9327613f65d\mix_audio.wav,train\802621f6eaed4ccf8a96c9327613f65d\first_speaker.wav,train\802621f6eaed4ccf8a96c9327613f65d\second_speaker.wav,19.0
train\c23d571ba1cd4c70b04c48d5b87b4135\mix_audio.wav,train\c23d571ba1cd4c70b04c48d5b87b4135\first_speaker.wav,train\c23d571ba1cd4c70b04c48d5b87b4135\second_speaker.wav,20.0
train\e0e33c57058d4589a2024b1ba184e51a\mix_audio.wav,train\e0e33c57058d4589a2024b1ba184e51a\first_speaker.wav,train\e0e33c57058d4589a2024b1ba184e51a\second_speaker.wav,16.0
train\ddb0552e63704c0cb77d3de6aec5b5ec\mix_audio.wav,train\ddb0552e63704c0cb77d3de6aec5b5ec\first_speaker.wav,train\ddb0552e63704c0cb77d3de6aec5b5ec\second_speaker.wav,19.0
train\1d1c791e19b94be693c4957009b8c33c\mix_audio.wav,train\1d1c791e19b94be693c4957009b8c33c\first_speaker.wav,train\1d1c791e19b94be693c4957009b8c33c\second_speaker.wav,19.0
train\cfe8b25d46ae47388bac1e43ddadf331\mix_audio.wav,train\cfe8b25d46ae47388bac1e43ddadf331\first_speaker.wav,train\cfe8b25d46ae47388bac1e43ddadf331\second_speaker.wav,19.0
train\c90fdc31fd51481387fb33cc4495ec8a\mix_audio.wav,train\c90fdc31fd51481387fb33cc4495ec8a\first_speaker.wav,train\c90fdc31fd51481387fb33cc4495ec8a\second_speaker.wav,16.0
train\2cf22ad2a6474738affb082cc93b2d5c\mix_audio.wav,train\2cf22ad2a6474738affb082cc93b2d5c\first_speaker.wav,train\2cf22ad2a6474738affb082cc93b2d5c\second_speaker.wav,20.0
train\d971fbf8057143a083b602add8ad7e8b\mix_audio.wav,train\d971fbf8057143a083b602add8ad7e8b\first_speaker.wav,train\d971fbf8057143a083b602add8ad7e8b\second_speaker.wav,19.0
train\53a5fbf6d7fd4c23983a4ad3fb6aa781\mix_audio.wav,train\53a5fbf6d7fd4c23983a4ad3fb6aa781\first_speaker.wav,train\53a5fbf6d7fd4c23983a4ad3fb6aa781\second_speaker.wav,15.0
train\895f6fe787664962ae5b5a745669a34f\mix_audio.wav,train\895f6fe787664962ae5b5a745669a34f\first_speaker.wav,train\895f6fe787664962ae5b5a745669a34f\second_speaker.wav,16.0
train\4a755f89199b45bdb0eb93555fc07f08\mix_audio.wav,train\4a755f89199b45bdb0eb93555fc07f08\first_speaker.wav,train\4a755f89199b45bdb0eb93555fc07f08\second_speaker.wav,15.0
train\e35d9875bdf34640b980197eabd36aa4\mix_audio.wav,train\e35d9875bdf34640b980197eabd36aa4\first_speaker.wav,train\e35d9875bdf34640b980197eabd36aa4\second_speaker.wav,20.0
train\da8f4c11e17940afb2b0185ceeed02dd\mix_audio.wav,train\da8f4c11e17940afb2b0185ceeed02dd\first_speaker.wav,train\da8f4c11e17940afb2b0185ceeed02dd\second_speaker.wav,16.0
train\ca008f5a86c64239bb15268e41f07812\mix_audio.wav,train\ca008f5a86c64239bb15268e41f07812\first_speaker.wav,train\ca008f5a86c64239bb15268e41f07812\second_speaker.wav,19.0
train\5690c2bbf14a417aaec0fa11299a33d4\mix_audio.wav,train\5690c2bbf14a417aaec0fa11299a33d4\first_speaker.wav,train\5690c2bbf14a417aaec0fa11299a33d4\second_speaker.wav,20.0
train\b9d5bb2d01b944e68fc15bc3380f074d\mix_audio.wav,train\b9d5bb2d01b944e68fc15bc3380f074d\first_speaker.wav,train\b9d5bb2d01b944e68fc15bc3380f074d\second_speaker.wav,16.0
train\ff0c0112887c480fb197c834658a6e8a\mix_audio.wav,train\ff0c0112887c480fb197c834658a6e8a\first_speaker.wav,train\ff0c0112887c480fb197c834658a6e8a\second_speaker.wav,18.0
train\a002be7accc7475898461a85b22645a1\mix_audio.wav,train\a002be7accc7475898461a85b22645a1\first_speaker.wav,train\a002be7accc7475898461a85b22645a1\second_speaker.wav,15.0
train\cc5af4351dbd4e41afe9e54d84f69d34\mix_audio.wav,train\cc5af4351dbd4e41afe9e54d84f69d34\first_speaker.wav,train\cc5af4351dbd4e41afe9e54d84f69d34\second_speaker.wav,15.0
train\4cb1430ab53d40b8bf3de5d138d92075\mix_audio.wav,train\4cb1430ab53d40b8bf3de5d138d92075\first_speaker.wav,train\4cb1430ab53d40b8bf3de5d138d92075\second_speaker.wav,16.0
train\b6f1e30e71d244f9961194c487d6e884\mix_audio.wav,train\b6f1e30e71d244f9961194c487d6e884\first_speaker.wav,train\b6f1e30e71d244f9961194c487d6e884\second_speaker.wav,18.0
train\e52f958e157e419e8713667fc047832d\mix_audio.wav,train\e52f958e157e419e8713667fc047832d\first_speaker.wav,train\e52f958e157e419e8713667fc047832d\second_speaker.wav,16.0
train\f258b3e2aee943b8850df053e98ee95e\mix_audio.wav,train\f258b3e2aee943b8850df053e98ee95e\first_speaker.wav,train\f258b3e2aee943b8850df053e98ee95e\second_speaker.wav,20.0
